agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,colocated,queryTime,state
USGS,333001117005704,008S001W06R004S,GW,33.5004722,-117.0160556,TRUE,2019-10-28T19:26:58Z,CA
USGS,333001117005705,008S001W06R005S,GW,33.5004722,-117.0160556,TRUE,2019-10-28T19:26:58Z,CA
USGS,333001117005706,008S001W06R006S,GW,33.5004722,-117.0160556,TRUE,2019-10-28T19:26:58Z,CA
USGS,345328116594302,009N001W09D006S,GW,34.8914611,-116.99655,TRUE,2019-10-28T19:26:58Z,CA
USGS,345328116594301,009N001W09D005S,GW,34.8914611,-116.99655,TRUE,2019-10-28T19:26:58Z,CA
USGS,345328116594303,009N001W09D007S,GW,34.8914611,-116.99655,TRUE,2019-10-28T19:26:58Z,CA
USGS,345328116594304,009N001W09D008S,GW,34.8914611,-116.99655,TRUE,2019-10-28T19:26:58Z,CA
USGS,345351116593303,009N001W04M006S,GW,34.8982333,-116.9936417,TRUE,2019-10-28T19:26:58Z,CA
USGS,345351116593302,009N001W04M005S,GW,34.8982333,-116.9936417,TRUE,2019-10-28T19:26:58Z,CA
USGS,345351116593304,009N001W04M007S,GW,34.8982333,-116.9936417,TRUE,2019-10-28T19:26:58Z,CA
USGS,345339116584502,009N001W04R003S,GW,34.89335556,-116.9799,TRUE,2019-10-28T19:26:58Z,CA
USGS,345339116584501,009N001W04R002S,GW,34.89335556,-116.9799,TRUE,2019-10-28T19:26:58Z,CA
USGS,345339116584503,009N001W04R004S,GW,34.89335556,-116.9799,TRUE,2019-10-28T19:26:58Z,CA
USGS,330514116582902,012S001W34L003S,GW,33.08734444,-116.9747556,TRUE,2019-10-28T19:26:58Z,CA
USGS,330514116582901,012S001W34L002S,GW,33.08734444,-116.9747556,TRUE,2019-10-28T19:26:58Z,CA
USGS,330514116582903,012S001W34L004S,GW,33.08734444,-116.9747556,TRUE,2019-10-28T19:26:58Z,CA
USGS,335903116580902,002S001W22G004S,GW,33.9841333,-116.9692222,TRUE,2019-10-28T19:26:58Z,CA
USGS,335902116580901,002S001W22G003S,GW,33.9841333,-116.9692222,TRUE,2019-10-28T19:26:58Z,CA
USGS,345251116574202,009N001W10J013S,GW,34.8807611,-116.9627056,TRUE,2019-10-28T19:26:58Z,CA
USGS,345251116574201,009N001W10J012S,GW,34.8807611,-116.9627056,TRUE,2019-10-28T19:26:58Z,CA
USGS,345251116574203,009N001W10J014S,GW,34.8807611,-116.9627056,TRUE,2019-10-28T19:26:58Z,CA
USGS,345251116574204,009N001W10J015S,GW,34.8807611,-116.9627056,TRUE,2019-10-28T19:26:58Z,CA
USGS,345254116570402,009N001W11K013S,GW,34.8808583,-116.9533028,TRUE,2019-10-28T19:26:58Z,CA
USGS,345254116570401,009N001W11K012S,GW,34.8808583,-116.9533028,TRUE,2019-10-28T19:26:58Z,CA
USGS,345254116570403,009N001W11K014S,GW,34.8808583,-116.9533028,TRUE,2019-10-28T19:26:58Z,CA
USGS,345254116570404,009N001W11K015S,GW,34.8808583,-116.9533028,TRUE,2019-10-28T19:26:58Z,CA
USGS,335714116565002,002S001W35J002S,GW,33.9541333,-116.9471528,TRUE,2019-10-28T19:26:58Z,CA
USGS,335714116565001,002S001W35J001S,GW,33.9541333,-116.9471528,TRUE,2019-10-28T19:26:58Z,CA
USGS,335714116565003,002S001W35J003S,GW,33.9541333,-116.9471528,TRUE,2019-10-28T19:26:58Z,CA
USGS,335714116565004,002S001W35J004S,GW,33.9541333,-116.9471528,TRUE,2019-10-28T19:26:58Z,CA
USGS,342610116564102,004N001W13M004S,GW,34.4361115,-116.9455905,TRUE,2019-10-28T19:26:58Z,CA
USGS,342610116564101,004N001W13M003S,GW,34.4361115,-116.9455905,TRUE,2019-10-28T19:26:58Z,CA
USGS,342850116562302,005N001W36F002S,GW,34.48048889,-116.9405167,TRUE,2019-10-28T19:26:58Z,CA
USGS,342850116562301,005N001W36F001S,GW,34.48048889,-116.9405167,TRUE,2019-10-28T19:26:58Z,CA
USGS,342850116562303,005N001W36F003S,GW,34.48048889,-116.9405167,TRUE,2019-10-28T19:26:58Z,CA
USGS,342850116562304,005N001W36F004S,GW,34.48048889,-116.9405167,TRUE,2019-10-28T19:26:58Z,CA
USGS,342850116562305,005N001W36F005S,GW,34.48048889,-116.9405167,TRUE,2019-10-28T19:26:58Z,CA
USGS,345242116562102,009N001W12N005S,GW,34.8781722,-116.9400722,TRUE,2019-10-28T19:26:58Z,CA
USGS,345242116562101,009N001W12N004S,GW,34.8781722,-116.9400722,TRUE,2019-10-28T19:26:58Z,CA
USGS,345242116562103,009N001W12N006S,GW,34.8781722,-116.9400722,TRUE,2019-10-28T19:26:58Z,CA
USGS,345242116562104,009N001W12N007S,GW,34.8781722,-116.9400722,TRUE,2019-10-28T19:26:58Z,CA
USGS,345251116560602,009N001W12L003S,GW,34.8791,-116.9355417,TRUE,2019-10-28T19:26:58Z,CA
USGS,345251116560601,009N001W12L002S,GW,34.8791,-116.9355417,TRUE,2019-10-28T19:26:58Z,CA
USGS,345251116560603,009N001W12L004S,GW,34.8791,-116.9355417,TRUE,2019-10-28T19:26:58Z,CA
USGS,345251116560604,009N001W12L005S,GW,34.8791,-116.9355417,TRUE,2019-10-28T19:26:58Z,CA
USGS,342544116555002,004N001W13R002S,GW,34.42916667,-116.9312278,TRUE,2019-10-28T19:26:58Z,CA
USGS,342544116555001,004N001W13R001S,GW,34.42916667,-116.9312278,TRUE,2019-10-28T19:26:58Z,CA
USGS,342544116555003,004N001W13R003S,GW,34.42916667,-116.9312278,TRUE,2019-10-28T19:26:58Z,CA
USGS,342738116553906,004N001W01R009S,GW,34.46054444,-116.9282722,TRUE,2019-10-28T19:26:58Z,CA
USGS,342738116553905,004N001W01R008S,GW,34.46054444,-116.9282722,TRUE,2019-10-28T19:26:58Z,CA
USGS,342738116553902,004N001W01R005S,GW,34.46048889,-116.9282667,TRUE,2019-10-28T19:26:58Z,CA
USGS,342738116553901,004N001W01R004S,GW,34.46048889,-116.9282667,TRUE,2019-10-28T19:26:58Z,CA
USGS,342738116553904,004N001W01R007S,GW,34.46048889,-116.9282667,TRUE,2019-10-28T19:26:58Z,CA
USGS,343155116543402,005N001E08N004S,GW,34.53180278,-116.9104278,TRUE,2019-10-28T19:26:58Z,CA
USGS,343155116543401,005N001E08N003S,GW,34.53180278,-116.9104278,TRUE,2019-10-28T19:26:58Z,CA
USGS,351904116543102,014N001E07R002S,GW,35.318,-116.9086944,TRUE,2019-10-28T19:26:58Z,CA
USGS,351904116543101,014N001E07R001S,GW,35.318,-116.9086944,TRUE,2019-10-28T19:26:58Z,CA
USGS,351904116543103,014N001E07R003S,GW,35.318,-116.9086944,TRUE,2019-10-28T19:26:58Z,CA
USGS,345631116541402,010N001E20M002S,GW,34.94238056,-116.9049167,TRUE,2019-10-28T19:26:58Z,CA
USGS,345631116541401,010N001E20M001S,GW,34.94238056,-116.9049167,TRUE,2019-10-28T19:26:58Z,CA
USGS,345224116525702,009N001E16F002S,GW,34.87381389,-116.8837222,TRUE,2019-10-28T19:26:58Z,CA
USGS,345224116525701,009N001E16F001S,GW,34.87381389,-116.8837222,TRUE,2019-10-28T19:26:58Z,CA
USGS,345224116525703,009N001E16F003S,GW,34.87381389,-116.8837222,TRUE,2019-10-28T19:26:58Z,CA
USGS,345224116525704,009N001E16F004S,GW,34.87381389,-116.8837222,TRUE,2019-10-28T19:26:58Z,CA
USGS,345356116523002,009N001E04K002S,GW,34.89982778,-116.8761472,TRUE,2019-10-28T19:26:58Z,CA
USGS,345356116523001,009N001E04K001S,GW,34.89982778,-116.8761472,TRUE,2019-10-28T19:26:58Z,CA
USGS,345356116523003,009N001E04K003S,GW,34.89982778,-116.8761472,TRUE,2019-10-28T19:26:58Z,CA
USGS,352144116522602,015N001E28R002S,GW,35.36225,-116.8738889,TRUE,2019-10-28T19:26:58Z,CA
USGS,352144116522601,015N001E28R001S,GW,35.36225,-116.8738889,TRUE,2019-10-28T19:26:58Z,CA
USGS,352144116522603,015N001E28R003S,GW,35.36225,-116.8738889,TRUE,2019-10-28T19:26:58Z,CA
USGS,345259116514202,009N001E10Q003S,GW,34.883394439999996,-116.8618444,TRUE,2019-10-28T19:26:58Z,CA
USGS,345259116514201,009N001E10Q002S,GW,34.883394439999996,-116.8618444,TRUE,2019-10-28T19:26:58Z,CA
USGS,345259116514203,009N001E10Q004S,GW,34.883394439999996,-116.8618444,TRUE,2019-10-28T19:26:58Z,CA
USGS,335618116513402,003S001E03J002S,GW,33.9383583,-116.8594722,TRUE,2019-10-28T19:26:58Z,CA
USGS,335618116513401,003S001E03J001S,GW,33.9383583,-116.8594722,TRUE,2019-10-28T19:26:58Z,CA
USGS,335531116510402,003S001E11F002S,GW-MW,33.9253,-116.8513444,TRUE,2019-10-28T19:26:58Z,CA
USGS,335531116510401,003S001E11F001S,GW-MW,33.9253,-116.8513444,TRUE,2019-10-28T19:26:58Z,CA
USGS,335531116510403,003S001E11F003S,GW-MW,33.9253,-116.8513444,TRUE,2019-10-28T19:26:58Z,CA
USGS,335531116510404,003S001E11F004S,GW-MW,33.9253,-116.8513444,TRUE,2019-10-28T19:26:58Z,CA
USGS,342518116505402,004N001E23K002S,GW,34.4216361,-116.849186,TRUE,2019-10-28T19:26:58Z,CA
USGS,342518116505401,004N001E23K001S,GW,34.4216361,-116.849186,TRUE,2019-10-28T19:26:58Z,CA
USGS,335513116490602,003S002E07P002S,GW,33.92146389,-116.81845,TRUE,2019-10-28T19:26:58Z,CA
USGS,335513116490601,003S002E07P001S,GW,33.92146389,-116.81845,TRUE,2019-10-28T19:26:58Z,CA
USGS,335513116490603,003S002E07P003S,GW,33.92146389,-116.81845,TRUE,2019-10-28T19:26:58Z,CA
USGS,335513116490604,003S002E07P004S,GW,33.92146389,-116.81845,TRUE,2019-10-28T19:26:58Z,CA
USGS,351801116474102,014N002E20C002S,GW,35.30025045,-116.7955886,TRUE,2019-10-28T19:26:58Z,CA
USGS,351801116474101,014N002E20C001S,GW,35.30025045,-116.7955886,TRUE,2019-10-28T19:26:58Z,CA
USGS,351801116474103,014N002E20C003S,GW,35.30025045,-116.7955886,TRUE,2019-10-28T19:26:58Z,CA
USGS,352806116462103,016N002E16P003S,GW,35.4684722,-116.77275,TRUE,2019-10-28T19:26:58Z,CA
USGS,352806116462101,016N002E16P001S,GW,35.4684722,-116.77275,TRUE,2019-10-28T19:26:58Z,CA
USGS,335423116455302,003S002E15P002S,GW,33.90637778,-116.76485,TRUE,2019-10-28T19:26:58Z,CA
USGS,335423116455301,003S002E15P001S,GW,33.90637778,-116.76485,TRUE,2019-10-28T19:26:58Z,CA
USGS,335423116455303,003S002E15P003S,GW,33.90637778,-116.76485,TRUE,2019-10-28T19:26:58Z,CA
USGS,345404116451802,009N002E03K006S,GW,34.9012611,-116.7551889,TRUE,2019-10-28T19:26:58Z,CA
USGS,345404116451801,009N002E03K005S,GW,34.9012611,-116.7551889,TRUE,2019-10-28T19:26:58Z,CA
USGS,345404116451803,009N002E03K007S,GW,34.9012611,-116.7551889,TRUE,2019-10-28T19:26:58Z,CA
USGS,345404116451804,009N002E03K008S,GW,34.9012611,-116.7551889,TRUE,2019-10-28T19:26:58Z,CA
USGS,345404116451805,009N002E03K009S,GW,34.9012611,-116.7551889,TRUE,2019-10-28T19:26:58Z,CA
USGS,345416116451602,009N002E03G007S,GW,34.90398889,-116.755036,TRUE,2019-10-28T19:26:58Z,CA
USGS,345416116451601,009N002E03G006S,GW,34.90398889,-116.755036,TRUE,2019-10-28T19:26:58Z,CA
USGS,345416116451603,009N002E03G008S,GW,34.90398889,-116.755036,TRUE,2019-10-28T19:26:58Z,CA
USGS,345416116451604,009N002E03G009S,GW,34.90398889,-116.755036,TRUE,2019-10-28T19:26:58Z,CA
USGS,352535116451002,016N002E34Q002S,GW,35.4264722,-116.7529167,TRUE,2019-10-28T19:26:58Z,CA
USGS,352535116451001,016N002E34Q001S,GW,35.4264722,-116.7529167,TRUE,2019-10-28T19:26:58Z,CA
USGS,335534116441502,003S002E11H002S,GW,33.92616667,-116.7377222,TRUE,2019-10-28T19:26:58Z,CA
USGS,335534116441501,003S002E11H001S,GW,33.92616667,-116.7377222,TRUE,2019-10-28T19:26:58Z,CA
USGS,335534116441503,003S002E11H003S,GW,33.92616667,-116.7377222,TRUE,2019-10-28T19:26:58Z,CA
USGS,352207116434902,015N002E26H002S,GW,35.3687222,-116.7305,TRUE,2019-10-28T19:26:58Z,CA
USGS,352207116434901,015N002E26H001S,GW,35.3687222,-116.7305,TRUE,2019-10-28T19:26:58Z,CA
USGS,352207116434903,015N002E26H003S,GW,35.3687222,-116.7305,TRUE,2019-10-28T19:26:58Z,CA
USGS,352450116421102,015N003E06L002S,GW,35.4141111,-116.7031389,TRUE,2019-10-28T19:26:58Z,CA
USGS,352450116421101,015N003E06L001S,GW,35.4141111,-116.7031389,TRUE,2019-10-28T19:26:58Z,CA
USGS,352450116421103,015N003E06L003S,GW,35.4141111,-116.7031389,TRUE,2019-10-28T19:26:58Z,CA
USGS,335530116413703,003S003E08L003S,GW,33.9252222,-116.6936667,TRUE,2019-10-28T19:26:58Z,CA
USGS,335530116413701,003S003E08L001S,GW,33.9252222,-116.6936667,TRUE,2019-10-28T19:26:58Z,CA
USGS,335530116413704,003S003E08L004S,GW,33.9252222,-116.6936667,TRUE,2019-10-28T19:26:58Z,CA
USGS,335530116413702,003S003E08L002S,GW,33.9252222,-116.6936667,TRUE,2019-10-28T19:26:58Z,CA
USGS,351527116412502,014N003E32P003S,GW-TH,35.25829167,-116.6906639,TRUE,2019-10-28T19:26:58Z,CA
USGS,351527116412501,014N003E32P002S,GW-TH,35.25829167,-116.6906639,TRUE,2019-10-28T19:26:58Z,CA
USGS,351527116412503,014N003E32P004S,GW-TH,35.25829167,-116.6906639,TRUE,2019-10-28T19:26:58Z,CA
USGS,351527116412504,014N003E32P005S,GW-TH,35.25829167,-116.6906639,TRUE,2019-10-28T19:26:58Z,CA
USGS,351527116412505,014N003E32P006S,GW-TH,35.25829167,-116.6906639,TRUE,2019-10-28T19:26:58Z,CA
USGS,351558116412102,014N003E32F003S,GW,35.26610278,-116.69,TRUE,2019-10-28T19:26:58Z,CA
USGS,351558116412101,014N003E32F002S,GW,35.26610278,-116.69,TRUE,2019-10-28T19:26:58Z,CA
USGS,351616116410702,014N003E32B002S,GW,35.27125278,-116.685736,TRUE,2019-10-28T19:26:58Z,CA
USGS,351616116410701,014N003E32B001S,GW,35.27125278,-116.685736,TRUE,2019-10-28T19:26:58Z,CA
USGS,351616116410703,014N003E32B003S,GW,35.27125278,-116.685736,TRUE,2019-10-28T19:26:58Z,CA
USGS,335525116410202,003S003E09M002S,GW,33.9236111,-116.684,TRUE,2019-10-28T19:26:58Z,CA
USGS,335525116410201,003S003E09M001S,GW,33.9236111,-116.684,TRUE,2019-10-28T19:26:58Z,CA
USGS,335525116410204,003S003E09M004S,GW,33.9236111,-116.684,TRUE,2019-10-28T19:26:58Z,CA
USGS,335525116410203,003S003E09M003S,GW,33.9236111,-116.684,TRUE,2019-10-28T19:26:58Z,CA
USGS,351539116405604,014N003E32K004S,GW,35.2608611,-116.6832722,TRUE,2019-10-28T19:26:58Z,CA
USGS,351539116405603,014N003E32K003S,GW,35.2608611,-116.6832722,TRUE,2019-10-28T19:26:58Z,CA
USGS,351539116405605,014N003E32K005S,GW,35.2608611,-116.6832722,TRUE,2019-10-28T19:26:58Z,CA
USGS,351539116405606,014N003E32K006S,GW,35.2608611,-116.6832722,TRUE,2019-10-28T19:26:58Z,CA
USGS,351523116402802,013N003E04D002S,GW,35.25621944,-116.6748139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351523116402801,013N003E04D001S,GW,35.25621944,-116.6748139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351523116402803,013N003E04D003S,GW,35.25621944,-116.6748139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351556116402402,014N003E33E003S,GW,35.26568056,-116.6728278,TRUE,2019-10-28T19:26:58Z,CA
USGS,351556116402401,014N003E33E002S,GW,35.26568056,-116.6728278,TRUE,2019-10-28T19:26:58Z,CA
USGS,351514116401402,013N003E04C002S,GW,35.253575,-116.6710194,TRUE,2019-10-28T19:26:58Z,CA
USGS,351514116401401,013N003E04C001S,GW,35.253575,-116.6710194,TRUE,2019-10-28T19:26:58Z,CA
USGS,351514116401403,013N003E04C003S,GW,35.253575,-116.6710194,TRUE,2019-10-28T19:26:58Z,CA
USGS,351449116400502,013N003E04K003S,GW,35.24722778,-116.6694944,TRUE,2019-10-28T19:26:58Z,CA
USGS,351449116400501,013N003E04K002S,GW,35.24722778,-116.6694944,TRUE,2019-10-28T19:26:58Z,CA
USGS,351449116400503,013N003E04K004S,GW,35.24722778,-116.6694944,TRUE,2019-10-28T19:26:58Z,CA
USGS,351521116400202,013N003E04B002S SP1 AT 1,GW,35.25526389,-116.6679833,TRUE,2019-10-28T19:26:58Z,CA
USGS,351521116400201,013N003E04B001S SP1 AT 2,GW,35.25526389,-116.6679833,TRUE,2019-10-28T19:26:58Z,CA
USGS,351521116400203,013N003E04B003S SP1 AT 1,GW,35.25526389,-116.6679833,TRUE,2019-10-28T19:26:58Z,CA
USGS,351416116392202,013N003E10E002S,GW,35.23729444,-116.6561889,TRUE,2019-10-28T19:26:58Z,CA
USGS,351416116392201,013N003E10E001S,GW,35.23729444,-116.6561889,TRUE,2019-10-28T19:26:58Z,CA
USGS,351416116392203,013N003E10E003S,GW,35.23729444,-116.6561889,TRUE,2019-10-28T19:26:58Z,CA
USGS,345104116384002,009N003E22R005S,GW,34.85125,-116.6453694,TRUE,2019-10-28T19:26:58Z,CA
USGS,345104116384001,009N003E22R004S,GW,34.85125,-116.6453694,TRUE,2019-10-28T19:26:58Z,CA
USGS,345104116384003,009N003E22R006S,GW,34.85125,-116.6453694,TRUE,2019-10-28T19:26:58Z,CA
USGS,345104116384004,009N003E22R007S,GW,34.85125,-116.6453694,TRUE,2019-10-28T19:26:58Z,CA
USGS,345542116383902,010N003E27J002S,GW,34.9283583,-116.6452,TRUE,2019-10-28T19:26:58Z,CA
USGS,345542116383901,010N003E27J001S,GW,34.9283583,-116.6452,TRUE,2019-10-28T19:26:58Z,CA
USGS,345542116383903,010N003E27J003S,GW,34.9283583,-116.6452,TRUE,2019-10-28T19:26:58Z,CA
USGS,345542116383904,010N003E27J004S,GW,34.9283583,-116.6452,TRUE,2019-10-28T19:26:58Z,CA
USGS,351128116374702,013N003E26K003S,GW,35.1907083,-116.6317528,TRUE,2019-10-28T19:26:58Z,CA
USGS,351128116374701,013N003E26K002S,GW,35.1907083,-116.6317528,TRUE,2019-10-28T19:26:58Z,CA
USGS,351128116374703,013N003E26K004S,GW,35.1907083,-116.6317528,TRUE,2019-10-28T19:26:58Z,CA
USGS,351759116374402,014N003E23B002S,GW,35.2998111,-116.6290139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351759116374401,014N003E23B001S,GW,35.2998111,-116.6290139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351759116374403,014N003E23B003S,GW,35.2998111,-116.6290139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351638116374303,014N003E26K003S,GW,35.27730556,-116.628611,TRUE,2019-10-28T19:26:58Z,CA
USGS,351638116374301,014N003E26K001S,GW,35.27730556,-116.628611,TRUE,2019-10-28T19:26:58Z,CA
USGS,351019116373502,013N003E35J002S,GW,35.17194444,-116.6263889,TRUE,2019-10-28T19:26:58Z,CA
USGS,351019116373501,013N003E35J001S,GW,35.17194444,-116.6263889,TRUE,2019-10-28T19:26:58Z,CA
USGS,351019116373503,013N003E35J003S,GW,35.17194444,-116.6263889,TRUE,2019-10-28T19:26:58Z,CA
USGS,350929116372202,012N003E01M005S,GW,35.15816667,-116.623,TRUE,2019-10-28T19:26:58Z,CA
USGS,350929116372201,012N003E01M004S,GW,35.15816667,-116.623,TRUE,2019-10-28T19:26:58Z,CA
USGS,351828116371202,014N003E13M003S,GW,35.3080222,-116.6208806,TRUE,2019-10-28T19:26:58Z,CA
USGS,351828116371201,014N003E13M002S,GW,35.3080222,-116.6208806,TRUE,2019-10-28T19:26:58Z,CA
USGS,351828116371203,014N003E13M004S,GW,35.3080222,-116.6208806,TRUE,2019-10-28T19:26:58Z,CA
USGS,352149116370702,015N003E25L002S,GW,35.3638333,-116.6186667,TRUE,2019-10-28T19:26:58Z,CA
USGS,352149116370701,015N003E25L001S,GW,35.3638333,-116.6186667,TRUE,2019-10-28T19:26:58Z,CA
USGS,352149116370703,015N003E25L003S,GW,35.3638333,-116.6186667,TRUE,2019-10-28T19:26:58Z,CA
USGS,351716116363702,014N003E24Q002S,GW,35.28821667,-116.6112139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351716116363701,014N003E24Q001S,GW,35.28821667,-116.6112139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351716116363703,014N003E24Q003S,GW,35.28821667,-116.6112139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351716116363704,014N003E24Q004S,GW,35.28821667,-116.6112139,TRUE,2019-10-28T19:26:58Z,CA
USGS,351716116363705,014N003E24Q005S,GW,35.28821667,-116.6112139,TRUE,2019-10-28T19:26:58Z,CA
USGS,335348116352702,003S004E20F002S,GW,33.89668236,-116.5916807,TRUE,2019-10-28T19:26:58Z,CA
USGS,335348116352701,003S004E20F001S,GW,33.89668236,-116.5916807,TRUE,2019-10-28T19:26:58Z,CA
USGS,335348116352703,003S004E20F003S,GW,33.89668236,-116.5916807,TRUE,2019-10-28T19:26:58Z,CA
USGS,335339116345302,003S004E20J002S,GW,33.89418245,-116.5822362,TRUE,2019-10-28T19:26:58Z,CA
USGS,335339116345301,003S004E20J001S,GW,33.89418245,-116.5822362,TRUE,2019-10-28T19:26:58Z,CA
USGS,335339116345303,003S004E20J003S,GW,33.89418245,-116.5822362,TRUE,2019-10-28T19:26:58Z,CA
USGS,345841116313802,010N004E11C002S,GW,34.9780402,-116.5280822,TRUE,2019-10-28T19:26:58Z,CA
USGS,345841116313801,010N004E11C001S,GW,34.9780402,-116.5280822,TRUE,2019-10-28T19:26:58Z,CA
USGS,351416116281502,013N005E08B002S,GW,35.23802778,-116.4709722,TRUE,2019-10-28T19:26:58Z,CA
USGS,351416116281501,013N005E08B001S,GW,35.23802778,-116.4709722,TRUE,2019-10-28T19:26:58Z,CA
USGS,351100116271002,013N005E28Q002S,GW,35.1833333,-116.4528333,TRUE,2019-10-28T19:26:58Z,CA
USGS,351100116271001,013N005E28Q001S,GW,35.1833333,-116.4528333,TRUE,2019-10-28T19:26:58Z,CA
USGS,351100116271003,013N005E28Q003S,GW,35.1833333,-116.4528333,TRUE,2019-10-28T19:26:58Z,CA
USGS,340746116244202,001N005E36G002S,GW,34.12945139,-116.4125127,TRUE,2019-10-28T19:26:58Z,CA
USGS,340746116244201,001N005E36G001S,GW,34.12945139,-116.4125127,TRUE,2019-10-28T19:26:58Z,CA
USGS,340746116244203,001N005E36G003S,GW,34.12945139,-116.4125127,TRUE,2019-10-28T19:26:58Z,CA
USGS,340746116244204,001N005E36G004S,GW,34.12945139,-116.4125127,TRUE,2019-10-28T19:26:58Z,CA
USGS,340741116224202,001N006E32G011S,GW,34.1281722,-116.378511,TRUE,2019-10-28T19:26:58Z,CA
USGS,340741116224201,001N006E32G010S,GW,34.1281722,-116.378511,TRUE,2019-10-28T19:26:58Z,CA
USGS,340741116224203,001N006E32G012S,GW,34.1281722,-116.378511,TRUE,2019-10-28T19:26:58Z,CA
USGS,340741116224204,001N006E32G013S,GW,34.1281722,-116.378511,TRUE,2019-10-28T19:26:58Z,CA
USGS,340800116222704,001N006E32B004S,GW,34.13358056,-116.3744167,TRUE,2019-10-28T19:26:58Z,CA
USGS,340800116222701,001N006E32B001S,GW,34.13358056,-116.3744167,TRUE,2019-10-28T19:26:58Z,CA
USGS,340741116222704,001N006E32G017S,GW,34.1281333,-116.3744056,TRUE,2019-10-28T19:26:58Z,CA
USGS,340741116222701,001N006E32G014S,GW,34.1281333,-116.3744056,TRUE,2019-10-28T19:26:58Z,CA
USGS,340804116205902,001N006E34D004S,GW,34.13465278,-116.3504778,TRUE,2019-10-28T19:26:58Z,CA
USGS,340804116205901,001N006E34D003S,GW,34.13465278,-116.3504778,TRUE,2019-10-28T19:26:58Z,CA
USGS,340804116205903,001N006E34D005S,GW,34.13465278,-116.3504778,TRUE,2019-10-28T19:26:58Z,CA
USGS,341601116124802,002N007E11R002S,GW,34.26694544,-116.2141758,TRUE,2019-10-28T19:26:58Z,CA
USGS,341601116124801,002N007E11R001S,GW,34.26694544,-116.2141758,TRUE,2019-10-28T19:26:58Z,CA
USGS,341601116124803,002N007E11R003S,GW,34.26694544,-116.2141758,TRUE,2019-10-28T19:26:58Z,CA
USGS,341800116121202,003N007E36L002S,GW,34.30019444,-116.2035556,TRUE,2019-10-28T19:26:58Z,CA
USGS,341800116121201,003N007E36L001S,GW,34.30019444,-116.2035556,TRUE,2019-10-28T19:26:58Z,CA
USGS,360005116114902,022N007E14P002S         CHV1 SHALLOW,GW,36.0015,-116.1971389,TRUE,2019-10-28T19:26:58Z,CA
USGS,360005116114901,022N007E14P001S         CHV1 DEEP,GW,36.0015,-116.1971389,TRUE,2019-10-28T19:26:58Z,CA
USGS,341801116104602,003N008E31J002S,GW,34.30027749,-116.1802857,TRUE,2019-10-28T19:26:58Z,CA
USGS,341801116104601,003N008E31J001S,GW,34.30027749,-116.1802857,TRUE,2019-10-28T19:26:58Z,CA
USGS,341801116104603,003N008E31J003S,GW,34.30027749,-116.1802857,TRUE,2019-10-28T19:26:58Z,CA
USGS,341843116090402,003N008E28P002S,GW,34.31194359,-116.1519514,TRUE,2019-10-28T19:26:58Z,CA
USGS,341843116090401,003N008E28P001S,GW,34.31194359,-116.1519514,TRUE,2019-10-28T19:26:58Z,CA
USGS,341843116090403,003N008E28P003S,GW,34.31194359,-116.1519514,TRUE,2019-10-28T19:26:58Z,CA
USGS,341709116090402,002N008E04L002S,GW,34.28583325,-116.1519513,TRUE,2019-10-28T19:26:58Z,CA
USGS,341709116090401,002N008E04L001S,GW,34.28583325,-116.1519513,TRUE,2019-10-28T19:26:58Z,CA
USGS,341709116090403,002N008E04L003S,GW,34.28583325,-116.1519513,TRUE,2019-10-28T19:26:58Z,CA
USGS,341416116042502,002N009E19R002S,GW,34.23777834,-116.0744482,TRUE,2019-10-28T19:26:58Z,CA
USGS,341416116042501,002N009E19R001S,GW,34.23777834,-116.0744482,TRUE,2019-10-28T19:26:58Z,CA
USGS,341340116040502,002N009E29M002S,GW,34.2277785,-116.0688924,TRUE,2019-10-28T19:26:58Z,CA
USGS,341340116040501,002N009E29M001S,GW,34.2277785,-116.0688924,TRUE,2019-10-28T19:26:58Z,CA
USGS,341340116040503,002N009E29M003S,GW,34.2277785,-116.0688924,TRUE,2019-10-28T19:26:58Z,CA
USGS,341419116040402,002N009E20N002S,GW,34.2386116,-116.0686146,TRUE,2019-10-28T19:26:58Z,CA
USGS,341419116040401,002N009E20N001S,GW,34.2386116,-116.0686146,TRUE,2019-10-28T19:26:58Z,CA
USGS,341232116032202,002N009E32R002S,GW,34.2088899,-116.0569473,TRUE,2019-10-28T19:26:58Z,CA
USGS,341232116032201,002N009E32R001S,GW,34.2088899,-116.0569473,TRUE,2019-10-28T19:26:58Z,CA
USGS,341232116032203,002N009E32R003S,GW,34.2088899,-116.0569473,TRUE,2019-10-28T19:26:58Z,CA
USGS,324414115591902,016S009E36A002S,GW,32.7372222,-115.988611,TRUE,2019-10-28T19:26:58Z,CA
USGS,324414115591901,016S009E36A001S,GW,32.7372222,-115.988611,TRUE,2019-10-28T19:26:58Z,CA
